Job Title | Education | age | sex | Online Edu | Edu Match
Medical secretaries | Higher education | 53 | Female | GCSE grades A*-C or equivalent | 0
Assemblers and routine oprtves nec. | GCSE grades A*-C or equivalent | 22 | Male | Other qualification | 0
Carpenters and joiners | GCSE grades A*-C or equivalent | 17 | Male | Other qualification | 0
General office assistants or clerks | GCE A level or equivalent | 63 | Female | GCSE grades A*-C or equivalent | 0
Transport and distribution managers | GCE A level or equivalent | 62 | Male | Degree or equivalent | 0
Elementary security occupation nec. | Higher education | 52 | Female | Other qualification | 0
Graphic designers | Other qualification | 43 | Male | Degree or equivalent | 0
Office managers | GCE A level or equivalent | 41 | Female | Degree or equivalent | 0
Care assistants and home carers | Other qualification | 49 | Female | Other qualification | 1
Psychologists | Degree or equivalent | 40 | Female | Degree or equivalent | 1
Chartrd surveyors (not qntity surv) | Higher education | 68 | Male | Other qualification | 0
Research and development managers | Degree or equivalent | 29 | Female | Degree or equivalent | 1
Researchers n.e.c. | Degree or equivalent | 22 | Female | Other qualification | 0
Personnel & ind relations offs | Degree or equivalent | 22 | Male | Other qualification | 0
Receptionists | Higher education | 27 | Female | Other qualification | 0
Mtl working prod & maintnce fitter | GCE A level or equivalent | 28 | Male | Other qualification | 0
Psychologists | Degree or equivalent | 36 | Male | Degree or equivalent | 1
Sewing machinists | GCE A level or equivalent | 27 | Female | Degree or equivalent | 0
Chartered and certified accountants | GCSE grades A*-C or equivalent | 59 | Male | Degree or equivalent | 0
Customer care occupations | Degree or equivalent | 54 | Female | Other qualification | 0
Sales related occupations n.e.c. | Other qualification | 44 | Male | Other qualification | 1
Kitchen and catering assistants | GCE A level or equivalent | 43 | Female | GCSE grades A*-C or equivalent | 0
Sales and retail assistants | GCSE grades A*-C or equivalent | 31 | Female | Other qualification | 0
Info & communication technol mngers | GCSE grades A*-C or equivalent | 37 | Male | Other qualification | 0
Sales and retail assistants | GCE A level or equivalent | 61 | Female | Other qualification | 0
Ophthalmic opticians | Degree or equivalent | 41 | Male | Other qualification | 0
Sales and retail assistants | GCE A level or equivalent | 57 | Female | Other qualification | 0
Registrs & sen admins ed establish | Degree or equivalent | 27 | Female | Other qualification | 0
NCOs and other ranks | GCSE grades A*-C or equivalent | 26 | Male | Other qualification | 0
Protective servcs assoc prfsnls NEC | Degree or equivalent | 35 | Male | Other qualification | 0
Secondary eductn teaching prfsnals | Degree or equivalent | 29 | Female | GCSE grades A*-C or equivalent | 0
Van drivers | GCSE grades A*-C or equivalent | 34 | Male | Other qualification | 0
Sales and retail assistants | Other qualification | 53 | Female | Other qualification | 1
Telephone salespersons | Other qualification | 28 | Male | Other qualification | 1
Oth good hndlng & storage occup nec | Higher education | 28 | Male | Other qualification | 0
Further educ teaching prfsnals | Degree or equivalent | 38 | Female | Other qualification | 0
Nurses | Degree or equivalent | 35 | Female | Degree or equivalent | 1
Marketing and sales managers | Other qualification | 38 | Male | Degree or equivalent | 0
Medical radiographers | Degree or equivalent | 26 | Female | Other qualification | 0
Accnts wages clerk, bookkeeper | Degree or equivalent | 26 | Male | Other qualification | 0
Property, housing and land managers | Other qualification | 57 | Male | Other qualification | 1
Secondary eductn teaching prfsnals | Degree or equivalent | 36 | Female | GCSE grades A*-C or equivalent | 0
Nurses | Degree or equivalent | 49 | Female | Degree or equivalent | 1
Motor mechanics, auto engineers | GCSE grades A*-C or equivalent | 52 | Male | Other qualification | 0
Kitchen and catering assistants | GCE A level or equivalent | 22 | Male | GCSE grades A*-C or equivalent | 0
Fin. & invest. analyst & advisers | GCSE grades A*-C or equivalent | 32 | Female | Other qualification | 0
Retail and wholesale managers | GCE A level or equivalent | 47 | Male | Degree or equivalent | 0
Steel erectors | GCE A level or equivalent | 47 | Male | Degree or equivalent | 0
Dental nurses | GCE A level or equivalent | 27 | Female | GCSE grades A*-C or equivalent | 0
Roofers, roof tilers and slaters | Other qualification | 42 | Male | Other qualification | 1
Welding trades | GCE A level or equivalent | 34 | Male | Other qualification | 0
Care assistants and home carers | GCE A level or equivalent | 33 | Female | Other qualification | 0
IT operations technicians | Degree or equivalent | 43 | Female | Degree or equivalent | 1
Post wrkr, mail sort, msngr, courir | GCSE grades A*-C or equivalent | 47 | Male | Other qualification | 0
Beauticians and related occupations | GCSE grades A*-C or equivalent | 22 | Female | Other qualification | 0
Welding trades | Other qualification | 24 | Male | Other qualification | 1
Personnel & ind relations offs | Degree or equivalent | 37 | Female | Other qualification | 0
Bio scientists and biochemists | Degree or equivalent | 39 | Female | Other qualification | 0
Police offcrs (sergeant and below) | Degree or equivalent | 40 | Male | Other qualification | 0
Retail and wholesale managers | Degree or equivalent | 36 | Female | Degree or equivalent | 1
Public relations officers | GCE A level or equivalent | 36 | Male | Degree or equivalent | 0
Police offcrs (sergeant and below) | GCSE grades A*-C or equivalent | 50 | Male | Other qualification | 0
Accnts wages clerk, bookkeeper | Degree or equivalent | 43 | Female | Other qualification | 0
Prim & nurs eductn teaching profs | Degree or equivalent | 32 | Female | Other qualification | 0
Leisure and sports managers | Degree or equivalent | 32 | Male | Degree or equivalent | 1
Receptionists | Degree or equivalent | 44 | Female | Other qualification | 0
Sales and retail assistants | Other qualification | 55 | Female | Other qualification | 1
Planning and qlty control engineers | Degree or equivalent | 51 | Male | Degree or equivalent | 1
Office managers | GCSE grades A*-C or equivalent | 49 | Female | Degree or equivalent | 0
Sports and leisure assistants | GCE A level or equivalent | 21 | Male | GCSE grades A*-C or equivalent | 0
Assemblers (veh and metal goods) | GCSE grades A*-C or equivalent | 47 | Male | Other qualification | 0
Metal mach setter & setter-operator | GCE A level or equivalent | 59 | Male | Other qualification | 0
Accnts wages clerk, bookkeeper | Higher education | 62 | Female | Other qualification | 0
Sales and retail assistants | GCSE grades A*-C or equivalent | 29 | Female | Other qualification | 0
Mngers and prop. In other srvcs NEC | GCE A level or equivalent | 45 | Female | Other qualification | 0
Buyers and purchasing officers | GCSE grades A*-C or equivalent | 50 | Female | Other qualification | 0
Security guards and rel occupations | GCE A level or equivalent | 32 | Male | Other qualification | 0
Waiters, waitresses | Other qualification | 31 | Male | Other qualification | 1
Medical secretaries | Degree or equivalent | 32 | Male | GCSE grades A*-C or equivalent | 0
Pharmacists & pharmacologists | Degree or equivalent | 45 | Female | Other qualification | 0
Managers in construction | GCE A level or equivalent | 34 | Male | Other qualification | 0
Teaching professionals n.e.c. | Degree or equivalent | 32 | Female | Other qualification | 0
Storage and warehouse managers | GCE A level or equivalent | 58 | Male | Other qualification | 0
Motor mechanics, auto engineers | GCE A level or equivalent | 37 | Male | Other qualification | 0
Laboratory technicians | Higher education | 34 | Female | GCSE grades A*-C or equivalent | 0
Motor mechanics, auto engineers | Other qualification | 33 | Male | Other qualification | 1
Waiters, waitresses | Other qualification | 20 | Female | Other qualification | 1
Nursing auxiliaries and assistants | GCE A level or equivalent | 54 | Female | Other qualification | 0
Labrs process & plant opertns nec. | Other qualification | 57 | Male | Other qualification | 1
Sales and retail assistants | GCE A level or equivalent | 41 | Female | Other qualification | 0
Sales and retail assistants | GCSE grades A*-C or equivalent | 16 | Female | Other qualification | 0
Electricians, electrical fitters | GCE A level or equivalent | 68 | Male | Other qualification | 0
Cleaners, domestics | Other qualification | 64 | Female | Other qualification | 1
Travel agency managers | Degree or equivalent | 55 | Male | Degree or equivalent | 1
IT strategy and planning prfsnals | Degree or equivalent | 65 | Male | Other qualification | 0
Air transport operatives | Other qualification | 27 | Male | Other qualification | 1
Secondary eductn teaching prfsnals | Degree or equivalent | 29 | Female | GCSE grades A*-C or equivalent | 0
Info & communication technol mngers | Degree or equivalent | 30 | Male | Other qualification | 0
Probation officers | Degree or equivalent | 58 | Female | Degree or equivalent | 1
educal assistants | GCE A level or equivalent | 41 | Female | Degree or equivalent | 0
Info & communication technol mngers | Degree or equivalent | 39 | Male | Other qualification | 0
Storage and warehouse managers | GCSE grades A*-C or equivalent | 35 | Male | Other qualification | 0
Customer care occupations | GCE A level or equivalent | 36 | Female | Other qualification | 0
Marketing and sales managers | GCSE grades A*-C or equivalent | 60 | Male | Degree or equivalent | 0
General office assistants or clerks | GCE A level or equivalent | 21 | Male | GCSE grades A*-C or equivalent | 0
Waiters, waitresses | GCE A level or equivalent | 19 | Female | Other qualification | 0
Residential and day care managers | Degree or equivalent | 63 | Male | Other qualification | 0
Care assistants and home carers | GCE A level or equivalent | 63 | Male | Other qualification | 0
Care assistants and home carers | GCE A level or equivalent | 48 | Female | Other qualification | 0
Nurses | Degree or equivalent | 48 | Female | Degree or equivalent | 1
Paramedics | GCSE grades A*-C or equivalent | 56 | Male | Other qualification | 0
Mtl working prod & maintnce fitter | GCE A level or equivalent | 25 | Male | Other qualification | 0
Sports coaches, instruc & officials | GCE A level or equivalent | 19 | Female | Other qualification | 0
General office assistants or clerks | GCSE grades A*-C or equivalent | 31 | Female | GCSE grades A*-C or equivalent | 1
Restaurant and catering managers | GCSE grades A*-C or equivalent | 45 | Male | Other qualification | 0
General office assistants or clerks | GCE A level or equivalent | 61 | Female | GCSE grades A*-C or equivalent | 0
Nursery nurses | GCSE grades A*-C or equivalent | 31 | Female | Other qualification | 0
Pers training & ind rel mngers | Degree or equivalent | 34 | Male | Other qualification | 0
Van drivers | Other qualification | 57 | Male | Other qualification | 1
Cleaners, domestics | Other qualification | 55 | Female | Other qualification | 1
Plasterers | Other qualification | 33 | Male | Other qualification | 1
Retail cashiers/check-out operators | Degree or equivalent | 25 | Female | Other qualification | 0
Care assistants and home carers | GCE A level or equivalent | 31 | Male | Other qualification | 0
Prim & nurs eductn teaching profs | Degree or equivalent | 42 | Female | Other qualification | 0
Care assistants and home carers | Degree or equivalent | 63 | Female | Other qualification | 0
Kitchen and catering assistants | GCSE grades A*-C or equivalent | 38 | Female | GCSE grades A*-C or equivalent | 1
Filng & othr recrds assists & clrks | Higher education | 35 | Female | Other qualification | 0
Housing and welfare officers | Degree or equivalent | 35 | Male | Degree or equivalent | 1
Prim & nurs eductn teaching profs | Degree or equivalent | 26 | Female | Other qualification | 0
Mngers and prop. In other srvcs NEC | GCE A level or equivalent | 58 | Female | Other qualification | 0
Nurses | Higher education | 43 | Female | Degree or equivalent | 0
General office assistants or clerks | Other qualification | 50 | Female | GCSE grades A*-C or equivalent | 0
Buyers and purchasing officers | GCE A level or equivalent | 49 | Male | Other qualification | 0
Customer care occupations | GCE A level or equivalent | 49 | Female | Other qualification | 0
General office assistants or clerks | GCSE grades A*-C or equivalent | 43 | Female | GCSE grades A*-C or equivalent | 1
Storage and warehouse managers | Higher education | 37 | Male | Other qualification | 0
Nursing auxiliaries and assistants | GCE A level or equivalent | 34 | Female | Other qualification | 0
Metal mach setter & setter-operator | Other qualification | 32 | Male | Other qualification | 1
Conservat & environ protection offs | Degree or equivalent | 44 | Male | Other qualification | 0
Occupl hygnists & health sfty offs | GCE A level or equivalent | 46 | Female | Other qualification | 0
Accnts wages clerk, bookkeeper | GCE A level or equivalent | 19 | Female | Other qualification | 0
Receptionists | Higher education | 46 | Female | Other qualification | 0
General office assistants or clerks | GCSE grades A*-C or equivalent | 34 | Female | GCSE grades A*-C or equivalent | 1
Financial institution managers | Degree or equivalent | 60 | Female | Degree or equivalent | 1
Nursing auxiliaries and assistants | GCSE grades A*-C or equivalent | 56 | Male | Other qualification | 0
Office managers | Degree or equivalent | 43 | Female | Degree or equivalent | 1
Prod. works & maintenance managers | GCE A level or equivalent | 54 | Male | Other qualification | 0
Civil Serv admin offcrs and assists | Other qualification | 64 | Female | Other qualification | 1
Clergy | Degree or equivalent | 42 | Male | Other qualification | 0
Call centre agents & operators | GCSE grades A*-C or equivalent | 34 | Female | Other qualification | 0
Chartered and certified accountants | Degree or equivalent | 49 | Female | Degree or equivalent | 1
Residential and day care managers | Degree or equivalent | 56 | Female | Other qualification | 0
Housing and welfare officers | Other qualification | 63 | Male | Degree or equivalent | 0
Lines repairers and cable jointers | GCE A level or equivalent | 22 | Male | Other qualification | 0
Assemblers (veh and metal goods) | GCE A level or equivalent | 40 | Male | Other qualification | 0
Teaching professionals n.e.c. | Degree or equivalent | 36 | Female | Other qualification | 0
Sports and fitness occupations nec. | GCE A level or equivalent | 46 | Female | Other qualification | 0
Post wrkr, mail sort, msngr, courir | GCE A level or equivalent | 64 | Male | Other qualification | 0
Nursery nurses | GCE A level or equivalent | 36 | Female | Other qualification | 0
Care assistants and home carers | GCE A level or equivalent | 54 | Female | Other qualification | 0
Post wrkr, mail sort, msngr, courir | GCE A level or equivalent | 44 | Female | Other qualification | 0
Electricians, electrical fitters | GCSE grades A*-C or equivalent | 24 | Male | Other qualification | 0
Pipe fitters | GCE A level or equivalent | 65 | Male | Other qualification | 0
Local gov clerical offs & assists | Higher education | 31 | Female | Other qualification | 0
School mid-day assistants | Higher education | 53 | Female | Other qualification | 0
Financial institution managers | GCE A level or equivalent | 38 | Female | Degree or equivalent | 0
Customer care occupations | Degree or equivalent | 25 | Female | Other qualification | 0
Care assistants and home carers | GCSE grades A*-C or equivalent | 29 | Female | Other qualification | 0
Motor mechanics, auto engineers | GCE A level or equivalent | 42 | Male | Other qualification | 0
Waiters, waitresses | GCSE grades A*-C or equivalent | 17 | Female | Other qualification | 0
Caretakers | GCSE grades A*-C or equivalent | 51 | Male | Other qualification | 0
Care assistants and home carers | GCE A level or equivalent | 34 | Female | Other qualification | 0
Customer care occupations | Degree or equivalent | 31 | Female | Other qualification | 0
Painters and decorators | GCE A level or equivalent | 23 | Male | Other qualification | 0
Business & related assoc profs nec. | GCSE grades A*-C or equivalent | 33 | Male | Other qualification | 0
Nurses | Degree or equivalent | 40 | Male | Degree or equivalent | 1
General office assistants or clerks | Degree or equivalent | 55 | Female | GCSE grades A*-C or equivalent | 0
Info & communication technol mngers | Higher education | 43 | Male | Other qualification | 0
Call centre agents & operators | GCE A level or equivalent | 23 | Female | Other qualification | 0
Nurses | Higher education | 60 | Female | Degree or equivalent | 0
Stevadores, dockers and slingers | GCSE grades A*-C or equivalent | 59 | Male | Other qualification | 0
Receptionists | Higher education | 29 | Male | Other qualification | 0
Youth and community workers | Degree or equivalent | 58 | Female | Degree or equivalent | 1
Labrers build & woodworking trades | GCSE grades A*-C or equivalent | 27 | Male | Other qualification | 0
Youth and community workers | Degree or equivalent | 51 | Female | Degree or equivalent | 1
Marketing and sales managers | Degree or equivalent | 56 | Male | Degree or equivalent | 1
Social science researchers | Degree or equivalent | 56 | Male | Degree or equivalent | 1
IT strategy and planning prfsnals | Degree or equivalent | 61 | Male | Other qualification | 0
Occupational therapists | Degree or equivalent | 59 | Female | Degree or equivalent | 1
Sales and retail assistants | Degree or equivalent | 23 | Female | Other qualification | 0
Software professionals | Degree or equivalent | 55 | Male | Degree or equivalent | 1
Quarry workers and related oprtives | GCE A level or equivalent | 35 | Male | Other qualification | 0
Mngers and prop. In other srvcs NEC | Higher education | 37 | Female | Other qualification | 0
Nursing auxiliaries and assistants | Higher education | 43 | Female | Other qualification | 0
Office managers | GCSE grades A*-C or equivalent | 44 | Male | Degree or equivalent | 0
Sales and retail assistants | GCSE grades A*-C or equivalent | 22 | Female | Other qualification | 0
Oth good hndlng & storage occup nec | Other qualification | 46 | Male | Other qualification | 1
Plumb, hea & ventilating engineers | GCE A level or equivalent | 46 | Male | Other qualification | 0
Accnts wages clerk, bookkeeper | Higher education | 47 | Female | Other qualification | 0
Labrers build & woodworking trades | GCE A level or equivalent | 31 | Male | Other qualification | 0
Customer care occupations | GCE A level or equivalent | 25 | Female | Other qualification | 0
Business & related assoc profs nec. | Degree or equivalent | 35 | Male | Other qualification | 0
School secretaries | Degree or equivalent | 55 | Female | Other qualification | 0
Filng & othr recrds assists & clrks | Degree or equivalent | 63 | Male | Other qualification | 0
Care assistants and home carers | Higher education | 65 | Male | Other qualification | 0
School mid-day assistants | GCSE grades A*-C or equivalent | 51 | Female | Other qualification | 0
Painters and decorators | Other qualification | 57 | Male | Other qualification | 1
Kitchen and catering assistants | Degree or equivalent | 24 | Female | GCSE grades A*-C or equivalent | 0
Software professionals | Degree or equivalent | 38 | Male | Degree or equivalent | 1
IT strategy and planning prfsnals | Degree or equivalent | 41 | Female | Other qualification | 0
Management accountants | Degree or equivalent | 40 | Female | Other qualification | 0
Sales representatives | GCE A level or equivalent | 44 | Male | Other qualification | 0
Medical practitioners | Degree or equivalent | 42 | Female | Other qualification | 0
Accnts wages clerk, bookkeeper | Degree or equivalent | 45 | Male | Other qualification | 0
Nursing auxiliaries and assistants | GCE A level or equivalent | 40 | Female | Other qualification | 0
Oth good hndlng & storage occup nec | GCSE grades A*-C or equivalent | 48 | Male | Other qualification | 0
Garage managers and proprietors | GCE A level or equivalent | 49 | Male | Other qualification | 0
Elec & electronic engineer n.e.c. | GCE A level or equivalent | 19 | Male | Other qualification | 0
Plant and machine operatives n.e.c. | Higher education | 58 | Male | Other qualification | 0
Metal working machine operatives | GCE A level or equivalent | 48 | Female | Other qualification | 0
Bar staff | GCE A level or equivalent | 19 | Female | Degree or equivalent | 0
Retail cashiers/check-out operators | GCSE grades A*-C or equivalent | 58 | Female | Other qualification | 0
Mngers and prop. In other srvcs NEC | GCE A level or equivalent | 58 | Male | Other qualification | 0
Civil Serv admin offcrs and assists | GCE A level or equivalent | 30 | Female | Other qualification | 0
Motor mechanics, auto engineers | GCE A level or equivalent | 22 | Male | Other qualification | 0
Database assistants & clerks | Other qualification | 23 | Female | Other qualification | 1
Construction operatives n.e.c. | GCSE grades A*-C or equivalent | 38 | Male | Other qualification | 0
Retail and wholesale managers | GCE A level or equivalent | 38 | Female | Degree or equivalent | 0
Care assistants and home carers | Degree or equivalent | 33 | Female | Other qualification | 0
Assemblers (veh and metal goods) | GCE A level or equivalent | 39 | Male | Other qualification | 0
Office managers | GCSE grades A*-C or equivalent | 51 | Male | Degree or equivalent | 0
Waiters, waitresses | GCSE grades A*-C or equivalent | 37 | Female | Other qualification | 0
Accnts wages clerk, bookkeeper | GCE A level or equivalent | 51 | Female | Other qualification | 0
Civil Serv admin offcrs and assists | Degree or equivalent | 32 | Female | Other qualification | 0
General office assistants or clerks | Degree or equivalent | 37 | Male | GCSE grades A*-C or equivalent | 0
Retail cashiers/check-out operators | GCSE grades A*-C or equivalent | 43 | Male | Other qualification | 0
Directors & chief execs of maj orgs | GCE A level or equivalent | 51 | Male | Other qualification | 0
Assemblers (veh and metal goods) | GCSE grades A*-C or equivalent | 27 | Male | Other qualification | 0
Personnel & ind relations offs | GCE A level or equivalent | 26 | Female | Other qualification | 0
Nursery nurses | GCSE grades A*-C or equivalent | 23 | Female | Other qualification | 0
Prim & nurs eductn teaching profs | Degree or equivalent | 49 | Female | Other qualification | 0
Leisure and sports managers | Degree or equivalent | 50 | Male | Degree or equivalent | 1
Restaurant and catering managers | GCSE grades A*-C or equivalent | 36 | Female | Other qualification | 0
Routine inspectors and testers | Degree or equivalent | 24 | Male | Other qualification | 0
Cleaners, domestics | Other qualification | 51 | Male | Other qualification | 1
Prod. works & maintenance managers | GCE A level or equivalent | 26 | Male | Other qualification | 0
Customer care occupations | GCE A level or equivalent | 38 | Female | Other qualification | 0
Pharmacists & pharmacologists | Degree or equivalent | 37 | Female | Other qualification | 0
Sales and retail assistants | GCSE grades A*-C or equivalent | 52 | Male | Other qualification | 0
Spec needs educ teaching profs | Degree or equivalent | 46 | Female | Other qualification | 0
Oth good hndlng & storage occup nec | GCE A level or equivalent | 20 | Male | Other qualification | 0
Electrical & electronic technicians | Degree or equivalent | 52 | Male | Degree or equivalent | 1
Sales and retail assistants | GCSE grades A*-C or equivalent | 26 | Female | Other qualification | 0
Refuse and salvage occupations | Other qualification | 62 | Male | Other qualification | 1
Nursing auxiliaries and assistants | Higher education | 22 | Female | Other qualification | 0
Nurses | Degree or equivalent | 50 | Female | Degree or equivalent | 1
Quantity surveyors | Degree or equivalent | 42 | Male | Degree or equivalent | 1
Civil Serv admin offcrs and assists | Degree or equivalent | 29 | Female | Other qualification | 0
Civil Serv admin offcrs and assists | GCSE grades A*-C or equivalent | 36 | Male | Other qualification | 0
Welding trades | GCE A level or equivalent | 44 | Male | Other qualification | 0
Food, drink & tobac process operat | Other qualification | 35 | Male | Other qualification | 1
Cleaners, domestics | GCSE grades A*-C or equivalent | 29 | Female | Other qualification | 0
Medical radiographers | Degree or equivalent | 52 | Female | Other qualification | 0
Civil Serv admin offcrs and assists | Higher education | 41 | Female | Other qualification | 0
Prod. works & maintenance managers | Higher education | 41 | Male | Other qualification | 0
Personal assists & othr secretaries | Higher education | 40 | Female | Other qualification | 0
Taxation experts | Degree or equivalent | 51 | Female | Other qualification | 0
Marketing and sales managers | Degree or equivalent | 52 | Male | Degree or equivalent | 1
Mechanical engineers | Degree or equivalent | 37 | Male | Degree or equivalent | 1
Prim & nurs eductn teaching profs | Degree or equivalent | 36 | Female | Other qualification | 0
Info & communication technol mngers | Higher education | 52 | Male | Other qualification | 0
Library assistants & clerks | GCSE grades A*-C or equivalent | 56 | Female | Other qualification | 0
Security guards and rel occupations | GCE A level or equivalent | 28 | Male | Other qualification | 0
Sales and retail assistants | GCE A level or equivalent | 27 | Male | Other qualification | 0
Software professionals | GCE A level or equivalent | 25 | Male | Degree or equivalent | 0
Library assistants & clerks | GCE A level or equivalent | 24 | Female | Other qualification | 0
Nurses | Degree or equivalent | 49 | Female | Degree or equivalent | 1
Higher educ teaching prfsnals | Degree or equivalent | 40 | Male | Other qualification | 0
Business & related assoc profs nec. | Degree or equivalent | 31 | Female | Other qualification | 0
Business & related assoc profs nec. | Degree or equivalent | 34 | Male | Other qualification | 0
Bricklayers, masons | GCE A level or equivalent | 56 | Male | Other qualification | 0
Sewing machinists | GCSE grades A*-C or equivalent | 59 | Female | Degree or equivalent | 0
Chartered and certified accountants | Degree or equivalent | 39 | Female | Degree or equivalent | 1
Chartered and certified accountants | Degree or equivalent | 38 | Male | Degree or equivalent | 1
Software professionals | Degree or equivalent | 34 | Female | Degree or equivalent | 1
IT operations technicians | Degree or equivalent | 40 | Male | Degree or equivalent | 1
Counter clerks | Degree or equivalent | 42 | Female | Other qualification | 0
Medical secretaries | Higher education | 51 | Female | GCSE grades A*-C or equivalent | 0
Heavy goods vehicle drivers | GCE A level or equivalent | 50 | Male | Other qualification | 0
School mid-day assistants | GCSE grades A*-C or equivalent | 33 | Female | Other qualification | 0
Housing and welfare officers | GCE A level or equivalent | 58 | Female | Degree or equivalent | 0
Civil Service executive officers | Degree or equivalent | 25 | Female | Other qualification | 0
educal assistants | Degree or equivalent | 39 | Female | Degree or equivalent | 1
Metal mach setter & setter-operator | GCSE grades A*-C or equivalent | 51 | Male | Other qualification | 0
Conference and exhibition managers | Other qualification | 26 | Female | Other qualification | 1
Secondary eductn teaching prfsnals | Degree or equivalent | 53 | Male | GCSE grades A*-C or equivalent | 0
educal assistants | Degree or equivalent | 58 | Female | Degree or equivalent | 1
Electricians, electrical fitters | Higher education | 58 | Male | Other qualification | 0
Heavy goods vehicle drivers | GCSE grades A*-C or equivalent | 61 | Male | Other qualification | 0
Care assistants and home carers | Other qualification | 62 | Female | Other qualification | 1
Cleaners, domestics | Other qualification | 64 | Female | Other qualification | 1
Medical radiographers | Degree or equivalent | 35 | Male | Other qualification | 0
Nurses | Degree or equivalent | 35 | Female | Degree or equivalent | 1
Call centre agents & operators | GCSE grades A*-C or equivalent | 28 | Female | Other qualification | 0
IT user support technicians | GCE A level or equivalent | 45 | Female | Degree or equivalent | 0
Labrers build & woodworking trades | Other qualification | 48 | Male | Other qualification | 1
Kitchen and catering assistants | GCE A level or equivalent | 19 | Female | GCSE grades A*-C or equivalent | 0
Nursing auxiliaries and assistants | Degree or equivalent | 62 | Male | Other qualification | 0
Prim & nurs eductn teaching profs | Degree or equivalent | 52 | Female | Other qualification | 0
Office managers | Degree or equivalent | 41 | Male | Degree or equivalent | 1
Motor mechanics, auto engineers | Degree or equivalent | 36 | Male | Other qualification | 0
Energy plant operatives | GCE A level or equivalent | 44 | Male | Other qualification | 0
Financial institution managers | GCSE grades A*-C or equivalent | 34 | Female | Degree or equivalent | 0
General office assistants or clerks | Other qualification | 35 | Male | GCSE grades A*-C or equivalent | 0
Counter clerks | Higher education | 49 | Female | Other qualification | 0
educal assistants | GCE A level or equivalent | 54 | Female | Degree or equivalent | 0
Youth and community workers | Degree or equivalent | 20 | Female | Degree or equivalent | 1
Air travel assistants | Higher education | 43 | Female | Other qualification | 0
Oth good hndlng & storage occup nec | GCSE grades A*-C or equivalent | 41 | Male | Other qualification | 0
Nurses | Higher education | 39 | Female | Degree or equivalent | 0
Further educ teaching prfsnals | Degree or equivalent | 67 | Male | Other qualification | 0
Marketing associate professionals | Degree or equivalent | 43 | Female | Degree or equivalent | 1
Counter clerks | GCE A level or equivalent | 56 | Female | Other qualification | 0
Software professionals | GCE A level or equivalent | 57 | Male | Degree or equivalent | 0
Sports and leisure assistants | GCE A level or equivalent | 22 | Male | GCSE grades A*-C or equivalent | 0
Sales and retail assistants | GCE A level or equivalent | 21 | Female | Other qualification | 0
Leisure and theme park attendants | GCE A level or equivalent | 18 | Female | Other qualification | 0
Planning and qlty control engineers | GCE A level or equivalent | 39 | Female | Degree or equivalent | 0
Software professionals | GCSE grades A*-C or equivalent | 53 | Female | Degree or equivalent | 0
Care assistants and home carers | Degree or equivalent | 69 | Male | Other qualification | 0
Public service administrative profs | Other qualification | 41 | Female | Other qualification | 1
Nurses | Higher education | 50 | Female | Degree or equivalent | 0
Childminders and rel occupations | Higher education | 21 | Female | Other qualification | 0
Care assistants and home carers | GCE A level or equivalent | 56 | Female | Other qualification | 0
Roofers, roof tilers and slaters | GCE A level or equivalent | 49 | Male | Other qualification | 0
General office assistants or clerks | GCSE grades A*-C or equivalent | 48 | Female | GCSE grades A*-C or equivalent | 1
Customer care managers | Degree or equivalent | 53 | Male | Degree or equivalent | 1
Pharmacy managers | Degree or equivalent | 46 | Female | Degree or equivalent | 1
Social science researchers | Degree or equivalent | 32 | Female | Degree or equivalent | 1
Beauticians and related occupations | GCE A level or equivalent | 28 | Female | Other qualification | 0
Software professionals | GCSE grades A*-C or equivalent | 48 | Female | Degree or equivalent | 0
Software professionals | GCSE grades A*-C or equivalent | 25 | Male | Degree or equivalent | 0
Transport and distribution clerks | GCSE grades A*-C or equivalent | 55 | Female | Other qualification | 0
Mtl working prod & maintnce fitter | GCE A level or equivalent | 58 | Male | Other qualification | 0
Care assistants and home carers | GCE A level or equivalent | 59 | Female | Other qualification | 0
Local gov clerical offs & assists | GCSE grades A*-C or equivalent | 38 | Female | Other qualification | 0
Managers in mining and energy | Higher education | 32 | Male | Other qualification | 0
Local gov clerical offs & assists | GCSE grades A*-C or equivalent | 35 | Female | Other qualification | 0
Houseprnts and residential wardens | GCSE grades A*-C or equivalent | 29 | Female | Other qualification | 0
Customer care occupations | GCSE grades A*-C or equivalent | 40 | Male | Other qualification | 0
Civil Serv admin offcrs and assists | GCE A level or equivalent | 46 | Female | Other qualification | 0
Bar staff | GCE A level or equivalent | 19 | Female | Degree or equivalent | 0
Marketing and sales managers | Degree or equivalent | 41 | Female | Degree or equivalent | 1
Receptionists | GCE A level or equivalent | 65 | Female | Other qualification | 0
Sales and retail assistants | GCSE grades A*-C or equivalent | 30 | Female | Other qualification | 0
Garage managers and proprietors | GCSE grades A*-C or equivalent | 32 | Male | Other qualification | 0
Customer care occupations | GCE A level or equivalent | 35 | Male | Other qualification | 0
Pharmaceutical dispensers | Higher education | 47 | Male | Degree or equivalent | 0
Transport and distribution managers | Higher education | 46 | Female | Degree or equivalent | 0
Accnts wages clerk, bookkeeper | GCE A level or equivalent | 36 | Male | Other qualification | 0
Sales and retail assistants | Other qualification | 31 | Male | Other qualification | 1
Storage and warehouse managers | GCE A level or equivalent | 23 | Male | Other qualification | 0
